frequency,recency,T,monetary_value
2.0,111.0,363.0,317.70000000000005
3.0,322.0,371.0,359.4866666666667
0.0,0.0,269.0,0.0
45.0,363.0,372.0,5393.010222222222
0.0,0.0,158.0,0.0
12.0,313.0,364.0,360.2083333333333
4.0,306.0,323.0,457.2525
0.0,0.0,224.0,0.0
5.0,237.0,266.0,200.53400000000002
4.0,224.0,372.0,333.33
0.0,0.0,373.0,0.0
2.0,208.0,231.0,486.87
2.0,188.0,238.0,189.575
1.0,6.0,70.0,379.72
2.0,309.0,371.0,267.23
0.0,0.0,65.0,0.0
1.0,165.0,227.0,634.35
28.0,372.0,372.0,444.0989285714286
0.0,0.0,80.0,0.0
2.0,104.0,372.0,574.88
0.0,0.0,367.0,0.0
1.0,19.0,203.0,183.5
1.0,165.0,315.0,191.73000000000002
2.0,42.0,44.0,560.375
0.0,0.0,144.0,0.0
0.0,0.0,23.0,0.0
5.0,245.0,274.0,1030.526
0.0,0.0,227.0,0.0
0.0,0.0,214.0,0.0
2.0,350.0,366.0,425.35
35.0,364.0,370.0,803.9222857142856
2.0,266.0,288.0,148.875
3.0,244.0,307.0,358.59666666666664
0.0,0.0,223.0,0.0
0.0,0.0,25.0,0.0
4.0,150.0,361.0,829.845
1.0,245.0,294.0,568.86
1.0,151.0,186.0,462.02
7.0,83.0,91.0,246.20285714285714
1.0,18.0,45.0,180.51
7.0,237.0,252.0,140.48857142857145
5.0,100.0,160.0,178.132
0.0,0.0,252.0,0.0
1.0,213.0,367.0,636.04
1.0,48.0,56.0,294.62
2.0,90.0,160.0,175.505
1.0,70.0,120.0,539.59
3.0,242.0,319.0,503.83
12.0,364.0,364.0,239.865
1.0,200.0,259.0,146.82
0.0,0.0,253.0,0.0
1.0,141.0,211.0,69.6
2.0,87.0,90.0,390.25
10.0,355.0,369.0,370.909
8.0,357.0,371.0,159.6575
0.0,0.0,53.0,0.0
10.0,371.0,371.0,259.18199999999996
2.0,280.0,322.0,298.525
3.0,247.0,324.0,228.88
0.0,0.0,79.0,0.0
0.0,0.0,368.0,0.0
0.0,0.0,45.0,0.0
0.0,0.0,14.0,0.0
1.0,9.0,121.0,120.05000000000001
5.0,364.0,370.0,158.626
0.0,0.0,225.0,0.0
1.0,140.0,169.0,330.35
0.0,0.0,289.0,0.0
0.0,0.0,181.0,0.0
0.0,0.0,48.0,0.0
1.0,252.0,260.0,313.49
9.0,338.0,365.0,288.3366666666667
3.0,35.0,37.0,1328.3733333333332
3.0,126.0,186.0,286.02000000000004
19.0,347.0,370.0,305.4010526315789
0.0,0.0,120.0,0.0
0.0,0.0,35.0,0.0
1.0,171.0,367.0,196.25
18.0,370.0,372.0,431.48833333333334
7.0,243.0,287.0,371.0857142857143
1.0,45.0,52.0,184.5
0.0,0.0,70.0,0.0
0.0,0.0,227.0,0.0
6.0,204.0,205.0,445.35999999999996
5.0,136.0,272.0,187.25
2.0,17.0,58.0,158.7
5.0,277.0,280.0,274.602
0.0,0.0,114.0,0.0
0.0,0.0,371.0,0.0
1.0,42.0,361.0,61.349999999999994
0.0,0.0,95.0,0.0
3.0,265.0,325.0,184.42333333333332
10.0,355.0,371.0,451.712
1.0,42.0,59.0,529.1
2.0,214.0,245.0,469.205
0.0,0.0,79.0,0.0
0.0,0.0,261.0,0.0
5.0,185.0,186.0,552.646
0.0,0.0,109.0,0.0
8.0,333.0,358.0,515.93375
5.0,185.0,287.0,364.988
1.0,115.0,371.0,307.25
0.0,0.0,227.0,0.0
0.0,0.0,163.0,0.0
0.0,0.0,7.0,0.0
3.0,59.0,81.0,294.09999999999997
0.0,0.0,38.0,0.0
0.0,0.0,294.0,0.0
0.0,0.0,24.0,0.0
0.0,0.0,185.0,0.0
0.0,0.0,106.0,0.0
0.0,0.0,231.0,0.0
5.0,354.0,363.0,294.55
0.0,0.0,241.0,0.0
0.0,0.0,170.0,0.0
2.0,85.0,122.0,256.2
10.0,359.0,360.0,260.113
0.0,0.0,142.0,0.0
4.0,267.0,283.0,90.8
0.0,0.0,372.0,0.0
4.0,66.0,70.0,744.82
0.0,0.0,73.0,0.0
2.0,217.0,256.0,176.10500000000002
0.0,0.0,74.0,0.0
1.0,259.0,284.0,169.65
0.0,0.0,256.0,0.0
2.0,60.0,64.0,159.595
0.0,0.0,22.0,0.0
0.0,0.0,233.0,0.0
2.0,241.0,245.0,237.55
0.0,0.0,216.0,0.0
4.0,232.0,262.0,575.8725
2.0,189.0,282.0,202.055
1.0,224.0,353.0,167.45
4.0,297.0,312.0,163.0675
4.0,310.0,311.0,287.05
0.0,0.0,120.0,0.0
5.0,258.0,272.0,419.94000000000005
12.0,244.0,247.0,203.08916666666667
1.0,114.0,330.0,207.3
9.0,344.0,367.0,779.7
2.0,64.0,71.0,324.695
1.0,57.0,372.0,842.82
0.0,0.0,265.0,0.0
0.0,0.0,133.0,0.0
0.0,0.0,42.0,0.0
1.0,89.0,252.0,118.8
4.0,242.0,319.0,383.285
1.0,313.0,371.0,654.57
2.0,286.0,339.0,245.11
0.0,0.0,174.0,0.0
7.0,363.0,372.0,467.12
0.0,0.0,71.0,0.0
3.0,176.0,241.0,783.9866666666667
0.0,0.0,234.0,0.0
0.0,0.0,62.0,0.0
1.0,157.0,199.0,734.75
0.0,0.0,39.0,0.0
10.0,325.0,333.0,733.571
2.0,151.0,203.0,497.47
0.0,0.0,265.0,0.0
6.0,220.0,279.0,478.11666666666673
2.0,182.0,240.0,240.3
3.0,296.0,321.0,420.3233333333333
2.0,136.0,245.0,2125.425
2.0,192.0,269.0,817.63
0.0,0.0,140.0,0.0
0.0,0.0,189.0,0.0
7.0,351.0,366.0,148.56285714285715
2.0,366.0,373.0,23.160000000000004
6.0,104.0,105.0,1075.0533333333333
11.0,339.0,369.0,185.31454545454545
2.0,40.0,55.0,312.08500000000004
3.0,335.0,358.0,569.02
3.0,270.0,318.0,393.05
4.0,245.0,373.0,147.8975
2.0,150.0,268.0,256.31
0.0,0.0,268.0,0.0
0.0,0.0,170.0,0.0
0.0,0.0,76.0,0.0
1.0,40.0,196.0,53.1
1.0,224.0,277.0,230.3
11.0,280.0,291.0,197.15090909090907
0.0,0.0,319.0,0.0
9.0,229.0,254.0,318.5055555555556
0.0,0.0,304.0,0.0
1.0,38.0,100.0,591.6
1.0,41.0,294.0,389.81
1.0,20.0,71.0,351.35
0.0,0.0,325.0,0.0
0.0,0.0,252.0,0.0
1.0,294.0,372.0,537.36
12.0,346.0,364.0,1017.8791666666667
6.0,368.0,368.0,220.1916666666667
3.0,315.0,359.0,491.0
8.0,365.0,371.0,236.24
0.0,0.0,30.0,0.0
0.0,0.0,157.0,0.0
4.0,132.0,133.0,173.75
1.0,158.0,188.0,304.56
1.0,19.0,62.0,238.04999999999998
5.0,362.0,371.0,219.42800000000003
0.0,0.0,80.0,0.0
6.0,235.0,237.0,394.99500000000006
0.0,0.0,98.0,0.0
2.0,226.0,298.0,526.0899999999999
127.0,373.0,373.0,1192.235748031496
2.0,281.0,317.0,490.865
3.0,97.0,120.0,731.4133333333334
7.0,361.0,371.0,185.95857142857145
3.0,186.0,252.0,357.8333333333333
0.0,0.0,231.0,0.0
5.0,206.0,245.0,698.062
0.0,0.0,174.0,0.0
0.0,0.0,200.0,0.0
1.0,114.0,142.0,303.45
1.0,29.0,274.0,310.82
1.0,217.0,233.0,139.2
0.0,0.0,31.0,0.0
0.0,0.0,262.0,0.0
0.0,0.0,56.0,0.0
2.0,136.0,241.0,973.4749999999999
1.0,20.0,20.0,363.53
1.0,1.0,79.0,885.0
1.0,63.0,76.0,632.23
0.0,0.0,254.0,0.0
2.0,193.0,218.0,1539.655
0.0,0.0,197.0,0.0
1.0,316.0,368.0,349.48
0.0,0.0,213.0,0.0
3.0,328.0,364.0,212.40333333333334
0.0,0.0,298.0,0.0
4.0,271.0,295.0,685.355
0.0,0.0,48.0,0.0
3.0,236.0,259.0,145.45666666666668
3.0,252.0,356.0,142.84666666666666
14.0,340.0,371.0,656.5685714285715
1.0,17.0,70.0,421.97
0.0,0.0,338.0,0.0
0.0,0.0,367.0,0.0
0.0,0.0,56.0,0.0
0.0,0.0,279.0,0.0
2.0,141.0,371.0,135.95
10.0,356.0,370.0,830.707
2.0,45.0,219.0,59.25000000000001
5.0,146.0,160.0,297.404
3.0,337.0,359.0,258.94666666666666
2.0,295.0,371.0,641.28
0.0,0.0,93.0,0.0
0.0,0.0,338.0,0.0
5.0,254.0,298.0,586.298
0.0,0.0,16.0,0.0
0.0,0.0,56.0,0.0
0.0,0.0,360.0,0.0
4.0,160.0,225.0,240.17000000000002
0.0,0.0,370.0,0.0
0.0,0.0,372.0,0.0
0.0,0.0,58.0,0.0
0.0,0.0,207.0,0.0
0.0,0.0,324.0,0.0
2.0,309.0,332.0,470.57
1.0,308.0,319.0,243.51999999999998
5.0,372.0,372.0,236.11999999999998
5.0,222.0,237.0,269.884
0.0,0.0,296.0,0.0
1.0,118.0,365.0,105.18
0.0,0.0,65.0,0.0
0.0,0.0,77.0,0.0
0.0,0.0,198.0,0.0
4.0,241.0,258.0,194.7325
0.0,0.0,116.0,0.0
0.0,0.0,290.0,0.0
1.0,177.0,240.0,227.37
0.0,0.0,227.0,0.0
0.0,0.0,29.0,0.0
5.0,329.0,331.0,497.0
5.0,209.0,317.0,137.75799999999998
28.0,372.0,373.0,266.68928571428575
0.0,0.0,88.0,0.0
1.0,157.0,272.0,240.0
1.0,21.0,51.0,193.6
1.0,203.0,211.0,191.06
9.0,190.0,312.0,157.2711111111111
10.0,224.0,360.0,223.542
2.0,150.0,178.0,159.23000000000002
0.0,0.0,2.0,0.0
0.0,0.0,14.0,0.0
3.0,132.0,133.0,207.64666666666668
0.0,0.0,312.0,0.0
8.0,305.0,309.0,585.105
5.0,57.0,59.0,330.32599999999996
0.0,0.0,203.0,0.0
1.0,73.0,83.0,208.95
4.0,229.0,259.0,401.02750000000003
2.0,26.0,29.0,184.685
0.0,0.0,254.0,0.0
5.0,265.0,280.0,213.792
7.0,337.0,366.0,319.7742857142857
5.0,363.0,364.0,1463.23
5.0,191.0,212.0,659.174
0.0,0.0,11.0,0.0
3.0,56.0,60.0,195.5566666666667
41.0,361.0,364.0,485.68634146341464
0.0,0.0,176.0,0.0
0.0,0.0,79.0,0.0
0.0,0.0,230.0,0.0
4.0,70.0,168.0,479.78499999999997
12.0,344.0,358.0,617.9416666666667
9.0,269.0,329.0,235.85999999999999
0.0,0.0,3.0,0.0
1.0,59.0,115.0,1070.21
5.0,359.0,373.0,392.706
2.0,249.0,358.0,152.35
0.0,0.0,155.0,0.0
2.0,291.0,369.0,731.1800000000001
4.0,277.0,288.0,245.3475
8.0,357.0,368.0,238.11374999999998
40.0,371.0,373.0,2000.241
3.0,187.0,245.0,337.34333333333336
3.0,307.0,352.0,309.8066666666667
0.0,0.0,45.0,0.0
1.0,194.0,242.0,1368.48
1.0,203.0,256.0,288.62
2.0,352.0,359.0,206.125
1.0,184.0,205.0,307.25
0.0,0.0,114.0,0.0
4.0,281.0,316.0,316.4275
1.0,38.0,102.0,457.8
1.0,30.0,157.0,10.95
1.0,236.0,365.0,1554.6
16.0,367.0,370.0,475.548125
5.0,366.0,366.0,426.642
1.0,74.0,136.0,184.9
7.0,168.0,170.0,169.31714285714287
0.0,0.0,303.0,0.0
1.0,266.0,280.0,615.8
0.0,0.0,364.0,0.0
1.0,61.0,260.0,108.5
0.0,0.0,309.0,0.0
0.0,0.0,97.0,0.0
14.0,359.0,366.0,677.1035714285715
1.0,181.0,279.0,33.0
4.0,267.0,322.0,374.0375
0.0,0.0,218.0,0.0
5.0,335.0,336.0,360.3
3.0,75.0,225.0,345.82
1.0,16.0,181.0,198.77999999999997
1.0,196.0,261.0,465.6
3.0,79.0,86.0,182.66666666666666
1.0,156.0,370.0,266.95
1.0,82.0,120.0,208.1
2.0,220.0,227.0,438.29
0.0,0.0,246.0,0.0
1.0,38.0,56.0,222.88
0.0,0.0,367.0,0.0
1.0,186.0,269.0,574.5
6.0,197.0,254.0,363.2616666666667
2.0,212.0,268.0,1000.0999999999999
1.0,175.0,286.0,132.6
4.0,139.0,253.0,610.0
1.0,151.0,322.0,257.04
0.0,0.0,154.0,0.0
0.0,0.0,65.0,0.0
10.0,225.0,245.0,311.20799999999997
0.0,0.0,29.0,0.0
1.0,138.0,155.0,305.7
1.0,41.0,57.0,124.6
0.0,0.0,191.0,0.0
1.0,160.0,315.0,430.58
0.0,0.0,28.0,0.0
0.0,0.0,77.0,0.0
5.0,164.0,256.0,220.766
3.0,90.0,135.0,561.7199999999999
0.0,0.0,67.0,0.0
9.0,347.0,361.0,578.8522222222223
2.0,73.0,284.0,354.99
1.0,87.0,178.0,1662.55
1.0,86.0,144.0,1116.26
0.0,0.0,336.0,0.0
0.0,0.0,113.0,0.0
0.0,0.0,18.0,0.0
1.0,160.0,364.0,269.84
0.0,0.0,36.0,0.0
3.0,36.0,66.0,689.0666666666666
2.0,47.0,56.0,164.9
0.0,0.0,23.0,0.0
0.0,0.0,366.0,0.0
5.0,301.0,325.0,203.898
0.0,0.0,8.0,0.0
0.0,0.0,102.0,0.0
2.0,266.0,308.0,405.32
1.0,344.0,361.0,213.05
0.0,0.0,41.0,0.0
6.0,237.0,252.0,183.09
0.0,0.0,45.0,0.0
0.0,0.0,302.0,0.0
0.0,0.0,60.0,0.0
7.0,344.0,371.0,645.9457142857143
2.0,222.0,224.0,182.04500000000002
1.0,311.0,366.0,348.0
4.0,271.0,291.0,452.80275
2.0,37.0,219.0,173.95
1.0,336.0,358.0,160.0
2.0,222.0,331.0,414.19500000000005
0.0,0.0,360.0,0.0
4.0,128.0,144.0,274.1375
0.0,0.0,69.0,0.0
1.0,225.0,323.0,245.29999999999998
2.0,314.0,314.0,312.915
12.0,368.0,371.0,372.93
1.0,294.0,361.0,164.0
2.0,334.0,363.0,339.97
2.0,281.0,324.0,148.455
5.0,201.0,210.0,310.56000000000006
0.0,0.0,129.0,0.0
1.0,172.0,246.0,313.35
0.0,0.0,55.0,0.0
7.0,341.0,366.0,330.95714285714286
2.0,131.0,182.0,137.96
0.0,0.0,58.0,0.0
0.0,0.0,365.0,0.0
1.0,197.0,210.0,543.09
0.0,0.0,0.0,0.0
0.0,0.0,11.0,0.0
3.0,219.0,247.0,430.34
0.0,0.0,253.0,0.0
0.0,0.0,198.0,0.0
10.0,293.0,317.0,538.533
0.0,0.0,283.0,0.0
3.0,271.0,272.0,579.6166666666667
9.0,251.0,358.0,281.0388888888889
2.0,125.0,369.0,216.0
2.0,181.0,328.0,232.94
3.0,237.0,268.0,311.67
1.0,71.0,134.0,1233.15
0.0,0.0,221.0,0.0
0.0,0.0,256.0,0.0
0.0,0.0,36.0,0.0
3.0,19.0,23.0,98.20666666666666
6.0,360.0,369.0,367.2733333333333
2.0,224.0,289.0,499.04
0.0,0.0,57.0,0.0
0.0,0.0,70.0,0.0
0.0,0.0,301.0,0.0
4.0,193.0,230.0,395.685
0.0,0.0,190.0,0.0
1.0,60.0,172.0,308.5
2.0,123.0,169.0,335.51
4.0,193.0,258.0,449.155
0.0,0.0,275.0,0.0
8.0,265.0,314.0,1121.20875
2.0,190.0,246.0,382.295
2.0,183.0,221.0,362.71500000000003
1.0,14.0,195.0,337.65
6.0,340.0,371.0,429.68833333333333
0.0,0.0,196.0,0.0
0.0,0.0,49.0,0.0
2.0,170.0,317.0,439.915
14.0,361.0,368.0,508.8507142857143
2.0,53.0,69.0,192.425
1.0,108.0,123.0,112.8
0.0,0.0,165.0,0.0
1.0,134.0,373.0,1545.38
3.0,322.0,336.0,173.63666666666668
1.0,127.0,240.0,414.30000000000007
1.0,10.0,25.0,335.26
8.0,322.0,357.0,703.77125
9.0,126.0,126.0,176.56555555555556
3.0,213.0,298.0,299.6566666666667
0.0,0.0,234.0,0.0
1.0,40.0,69.0,112.72
0.0,0.0,60.0,0.0
1.0,104.0,300.0,238.44
3.0,295.0,310.0,312.6333333333333
1.0,83.0,206.0,151.5
5.0,49.0,62.0,488.76000000000005
0.0,0.0,205.0,0.0
2.0,128.0,153.0,24.375
0.0,0.0,135.0,0.0
0.0,0.0,42.0,0.0
2.0,358.0,372.0,155.57
4.0,300.0,300.0,310.52750000000003
1.0,163.0,256.0,213.69
6.0,260.0,288.0,379.32333333333327
24.0,363.0,371.0,364.47333333333336
0.0,0.0,300.0,0.0
0.0,0.0,45.0,0.0
0.0,0.0,289.0,0.0
3.0,267.0,322.0,1819.8466666666666
11.0,365.0,366.0,396.00181818181824
3.0,324.0,331.0,917.6700000000001
4.0,82.0,85.0,502.5575
0.0,0.0,365.0,0.0
1.0,118.0,318.0,347.96
1.0,53.0,56.0,123.15
0.0,0.0,190.0,0.0
5.0,159.0,294.0,384.574
3.0,125.0,370.0,174.73666666666668
0.0,0.0,113.0,0.0
109.0,373.0,373.0,506.2407339449541
7.0,340.0,358.0,240.52714285714288
1.0,15.0,63.0,19.799999999999997
0.0,0.0,312.0,0.0
4.0,237.0,309.0,887.44
0.0,0.0,111.0,0.0
2.0,99.0,296.0,163.2
0.0,0.0,336.0,0.0
5.0,266.0,296.0,244.844
3.0,129.0,373.0,360.33666666666664
0.0,0.0,42.0,0.0
7.0,351.0,360.0,230.8957142857143
1.0,110.0,244.0,402.32
3.0,147.0,148.0,1062.1499999999999
0.0,0.0,36.0,0.0
0.0,0.0,46.0,0.0
0.0,0.0,312.0,0.0
3.0,248.0,304.0,372.78999999999996
0.0,0.0,196.0,0.0
0.0,0.0,84.0,0.0
1.0,6.0,66.0,81.22
3.0,71.0,72.0,202.05000000000004
1.0,10.0,18.0,115.65
3.0,63.0,67.0,366.12999999999994
0.0,0.0,183.0,0.0
5.0,370.0,372.0,422.668
0.0,0.0,238.0,0.0
3.0,54.0,57.0,165.56333333333336
15.0,367.0,367.0,550.454
3.0,31.0,328.0,58.083333333333336
2.0,17.0,178.0,99.375
1.0,290.0,373.0,302.33
1.0,120.0,127.0,326.0
2.0,270.0,308.0,958.845
4.0,242.0,286.0,367.495
5.0,311.0,364.0,483.62399999999997
0.0,0.0,29.0,0.0
7.0,239.0,366.0,848.3285714285714
0.0,0.0,45.0,0.0
0.0,0.0,297.0,0.0
4.0,213.0,298.0,894.355
5.0,215.0,221.0,177.296
0.0,0.0,259.0,0.0
0.0,0.0,325.0,0.0
2.0,33.0,50.0,453.725
1.0,39.0,136.0,136.5
0.0,0.0,35.0,0.0
6.0,373.0,373.0,254.23000000000002
2.0,160.0,218.0,472.11
4.0,361.0,370.0,1563.66
1.0,211.0,227.0,1108.88
1.0,285.0,312.0,317.4
0.0,0.0,127.0,0.0
3.0,281.0,316.0,459.6666666666667
1.0,13.0,44.0,381.77000000000004
0.0,0.0,219.0,0.0
2.0,57.0,66.0,492.34000000000003
2.0,157.0,359.0,235.82
5.0,329.0,359.0,561.172
0.0,0.0,218.0,0.0
2.0,140.0,195.0,196.05
1.0,116.0,203.0,80.75
3.0,204.0,226.0,206.57000000000002
1.0,239.0,365.0,75.12
0.0,0.0,10.0,0.0
0.0,0.0,211.0,0.0
0.0,0.0,88.0,0.0
0.0,0.0,356.0,0.0
1.0,31.0,234.0,353.4
4.0,47.0,373.0,1557.1200000000001
1.0,198.0,311.0,199.47
1.0,161.0,221.0,245.83
5.0,300.0,369.0,129.178
5.0,347.0,367.0,522.786
4.0,291.0,305.0,305.82
1.0,40.0,256.0,69.84
0.0,0.0,98.0,0.0
3.0,263.0,298.0,393.96000000000004
3.0,217.0,221.0,253.4766666666667
2.0,335.0,357.0,242.26500000000001
1.0,61.0,163.0,118.0
0.0,0.0,137.0,0.0
0.0,0.0,176.0,0.0
5.0,310.0,319.0,248.046
0.0,0.0,275.0,0.0
2.0,249.0,288.0,260.1
2.0,334.0,365.0,476.32000000000005
6.0,168.0,277.0,255.45833333333334
0.0,0.0,225.0,0.0
2.0,350.0,361.0,141.76
2.0,98.0,260.0,118.205
0.0,0.0,309.0,0.0
1.0,165.0,234.0,122.95
2.0,121.0,146.0,192.465
0.0,0.0,253.0,0.0
0.0,0.0,232.0,0.0
6.0,328.0,366.0,243.43999999999997
0.0,0.0,37.0,0.0
1.0,80.0,132.0,105.0
1.0,171.0,266.0,219.7
0.0,0.0,80.0,0.0
14.0,360.0,364.0,347.445
2.0,347.0,371.0,246.13500000000002
0.0,0.0,27.0,0.0
0.0,0.0,73.0,0.0
0.0,0.0,210.0,0.0
1.0,170.0,185.0,577.83
0.0,0.0,79.0,0.0
0.0,0.0,230.0,0.0
2.0,62.0,77.0,686.275
0.0,0.0,284.0,0.0
0.0,0.0,210.0,0.0
0.0,0.0,368.0,0.0
2.0,211.0,311.0,1868.56
0.0,0.0,36.0,0.0
6.0,351.0,372.0,559.42
3.0,299.0,319.0,151.04333333333332
1.0,194.0,369.0,372.19
3.0,365.0,373.0,764.89
0.0,0.0,162.0,0.0
0.0,0.0,314.0,0.0
3.0,127.0,218.0,100.87333333333333
4.0,293.0,328.0,267.8325
0.0,0.0,65.0,0.0
3.0,265.0,289.0,622.7233333333334
2.0,251.0,364.0,781.53
0.0,0.0,14.0,0.0
0.0,0.0,266.0,0.0
6.0,339.0,356.0,1187.1983333333333
14.0,357.0,358.0,664.7471428571429
0.0,0.0,358.0,0.0
1.0,11.0,50.0,166.1
3.0,186.0,189.0,640.71
0.0,0.0,361.0,0.0
2.0,145.0,300.0,111.655
2.0,96.0,112.0,432.195
0.0,0.0,15.0,0.0
1.0,286.0,311.0,171.58
13.0,330.0,330.0,901.4484615384615
6.0,356.0,370.0,321.135
0.0,0.0,22.0,0.0
6.0,340.0,354.0,338.8066666666667
1.0,63.0,81.0,197.5
5.0,303.0,338.0,714.954
13.0,349.0,372.0,1234.6292307692308
0.0,0.0,241.0,0.0
1.0,9.0,17.0,313.93
10.0,330.0,359.0,284.8
1.0,28.0,29.0,295.66
0.0,0.0,147.0,0.0
5.0,173.0,184.0,356.986
0.0,0.0,360.0,0.0
1.0,45.0,84.0,326.44
0.0,0.0,44.0,0.0
5.0,126.0,298.0,562.5
0.0,0.0,10.0,0.0
1.0,225.0,372.0,377.72
0.0,0.0,94.0,0.0
11.0,308.0,315.0,377.5
0.0,0.0,6.0,0.0
0.0,0.0,241.0,0.0
10.0,357.0,368.0,452.799
0.0,0.0,230.0,0.0
4.0,276.0,332.0,95.375
5.0,358.0,371.0,296.564
3.0,156.0,185.0,328.9666666666667
0.0,0.0,258.0,0.0
17.0,368.0,368.0,373.9111764705882
0.0,0.0,274.0,0.0
0.0,0.0,203.0,0.0
0.0,0.0,32.0,0.0
3.0,280.0,298.0,265.8433333333333
1.0,302.0,361.0,178.32
2.0,166.0,315.0,518.88
1.0,213.0,311.0,35.7
1.0,332.0,359.0,89.65
4.0,259.0,284.0,487.86
11.0,252.0,256.0,400.28272727272724
8.0,347.0,368.0,410.3675
2.0,224.0,239.0,578.3499999999999
2.0,111.0,364.0,160.825
2.0,92.0,99.0,331.74
0.0,0.0,254.0,0.0
1.0,3.0,361.0,14.2
2.0,49.0,67.0,144.135
7.0,294.0,305.0,183.07142857142858
18.0,371.0,372.0,197.7411111111111
0.0,0.0,11.0,0.0
1.0,271.0,305.0,195.35
2.0,108.0,335.0,229.44
2.0,99.0,126.0,213.12
0.0,0.0,312.0,0.0
3.0,224.0,241.0,371.8666666666666
2.0,91.0,308.0,88.3
0.0,0.0,122.0,0.0
4.0,134.0,134.0,283.725
0.0,0.0,210.0,0.0
0.0,0.0,62.0,0.0
0.0,0.0,80.0,0.0
3.0,165.0,228.0,290.27666666666664
13.0,366.0,373.0,629.2776923076924
7.0,369.0,372.0,238.76285714285717
0.0,0.0,283.0,0.0
4.0,321.0,329.0,152.7175
7.0,257.0,282.0,286.99
7.0,157.0,335.0,177.21
0.0,0.0,50.0,0.0
11.0,300.0,318.0,111.39818181818183
0.0,0.0,245.0,0.0
2.0,189.0,261.0,909.69
20.0,347.0,372.0,516.5565
0.0,0.0,73.0,0.0
2.0,111.0,142.0,311.70000000000005
0.0,0.0,44.0,0.0
4.0,218.0,280.0,673.3275
6.0,336.0,364.0,304.80333333333334
4.0,166.0,177.0,298.5025
0.0,0.0,56.0,0.0
1.0,65.0,157.0,286.74
8.0,360.0,361.0,311.9675
2.0,82.0,167.0,532.3499999999999
0.0,0.0,279.0,0.0
0.0,0.0,277.0,0.0
12.0,222.0,366.0,346.71416666666664
0.0,0.0,18.0,0.0
0.0,0.0,30.0,0.0
1.0,132.0,204.0,330.88
3.0,311.0,359.0,95.11666666666667
4.0,232.0,245.0,509.45
1.0,154.0,240.0,245.51999999999998
10.0,353.0,360.0,998.5720000000001
7.0,337.0,368.0,472.5642857142857
0.0,0.0,364.0,0.0
1.0,11.0,60.0,17.700000000000003
2.0,38.0,45.0,217.78000000000003
0.0,0.0,50.0,0.0
2.0,20.0,22.0,408.0
1.0,107.0,263.0,194.8
1.0,176.0,231.0,321.5
3.0,98.0,120.0,322.71999999999997
3.0,364.0,371.0,359.24
1.0,267.0,288.0,117.6
6.0,307.0,307.0,183.855
5.0,199.0,213.0,117.03999999999999
1.0,77.0,373.0,177.88000000000002
2.0,200.0,284.0,228.56
2.0,224.0,270.0,590.84
1.0,23.0,130.0,226.68
0.0,0.0,191.0,0.0
0.0,0.0,360.0,0.0
4.0,204.0,290.0,699.0525
7.0,314.0,366.0,577.0242857142857
0.0,0.0,39.0,0.0
1.0,42.0,98.0,307.75
1.0,127.0,157.0,809.71
7.0,371.0,372.0,408.9142857142857
5.0,185.0,199.0,229.408
1.0,88.0,322.0,190.76
0.0,0.0,108.0,0.0
2.0,188.0,370.0,32.275
0.0,0.0,85.0,0.0
0.0,0.0,55.0,0.0
0.0,0.0,53.0,0.0
0.0,0.0,252.0,0.0
2.0,339.0,368.0,136.35
0.0,0.0,294.0,0.0
11.0,367.0,367.0,361.2309090909091
1.0,84.0,316.0,372.45
4.0,261.0,319.0,251.865
0.0,0.0,324.0,0.0
0.0,0.0,259.0,0.0
1.0,206.0,317.0,112.57
1.0,81.0,218.0,683.1700000000001
2.0,56.0,60.0,329.055
0.0,0.0,224.0,0.0
0.0,0.0,52.0,0.0
1.0,128.0,319.0,313.6
6.0,359.0,373.0,357.425
2.0,357.0,358.0,205.115
2.0,102.0,190.0,92.465
2.0,64.0,254.0,149.03500000000003
7.0,363.0,367.0,246.26142857142855
3.0,171.0,227.0,127.73333333333335
0.0,0.0,175.0,0.0
17.0,357.0,373.0,282.22352941176473
0.0,0.0,185.0,0.0
4.0,195.0,275.0,636.86
2.0,163.0,209.0,251.82
0.0,0.0,35.0,0.0
0.0,0.0,25.0,0.0
6.0,297.0,319.0,552.6383333333333
1.0,65.0,79.0,297.0
1.0,3.0,38.0,32.7
1.0,50.0,66.0,317.5
0.0,0.0,188.0,0.0
7.0,301.0,308.0,165.22142857142856
1.0,111.0,182.0,613.2
0.0,0.0,56.0,0.0
0.0,0.0,70.0,0.0
22.0,357.0,364.0,376.29636363636365
1.0,160.0,253.0,145.47
0.0,0.0,254.0,0.0
5.0,315.0,325.0,272.498
0.0,0.0,84.0,0.0
10.0,372.0,373.0,410.95910000000003
6.0,273.0,368.0,183.58333333333334
2.0,85.0,92.0,476.71500000000003
5.0,162.0,290.0,231.738
10.0,356.0,370.0,332.012
3.0,161.0,182.0,565.6233333333333
3.0,226.0,372.0,150.72000000000003
0.0,0.0,265.0,0.0
0.0,0.0,77.0,0.0
1.0,44.0,113.0,358.2
0.0,0.0,301.0,0.0
1.0,226.0,317.0,314.4
29.0,260.0,371.0,499.1493103448276
18.0,357.0,363.0,1692.8666666666666
0.0,0.0,247.0,0.0
2.0,89.0,328.0,345.145
0.0,0.0,53.0,0.0
0.0,0.0,44.0,0.0
4.0,238.0,291.0,207.715
0.0,0.0,266.0,0.0
2.0,172.0,203.0,353.1
