frequency,recency,T,monetary_value,exp_purchases_h365,exp_aov,exp_clv_h365,exp_clv_disc
1.0,14.0,195.0,337.65,inf,383.6298806517629,inf,inf
6.0,340.0,371.0,429.68833333333333,5.665753201867347,428.46873395791204,2427.598101322089,2403.5624765565235
0.0,0.0,196.0,0.0,,422.3124833438367,,
0.0,0.0,49.0,0.0,,422.3124833438367,,
2.0,170.0,317.0,439.915,2.698015365089318,433.35323381188107,1169.193683335599,1157.6175082530683
14.0,361.0,368.0,508.8507142857143,12.34279585108633,502.0783371469546,6197.050416657755,6135.693481839361
2.0,53.0,69.0,192.425,7.448009227630231,278.1211504279657,2071.448894786624,2050.9394997887366
1.0,108.0,123.0,112.8,inf,280.8950815792057,inf,inf
0.0,0.0,165.0,0.0,,422.3124833438367,,
1.0,134.0,373.0,1545.38,inf,935.4461976804466,inf,inf
3.0,322.0,336.0,173.63666666666668,3.4672348867287095,244.20537292644528,846.7173885371658,838.3340480565997
1.0,127.0,240.0,414.30000000000007,inf,418.6515499820343,inf,inf
1.0,10.0,25.0,335.26,inf,382.53788078614843,inf,inf
8.0,322.0,357.0,703.77125,7.552875197332071,667.3616873934504,5040.499536363671,4990.59360036007
9.0,126.0,126.0,176.56555555555556,18.215267933407073,205.2352999485462,3738.4159779559363,3701.4019583722143
3.0,213.0,298.0,299.6566666666667,3.8234592694444207,334.46367932194715,1278.8082549959852,1266.1467871247378
0.0,0.0,234.0,0.0,,422.3124833438367,,
1.0,40.0,69.0,112.72,inf,280.8585292824487,inf,inf
0.0,0.0,60.0,0.0,,422.3124833438367,,
1.0,104.0,300.0,238.44,inf,338.30046363602617,inf,inf
3.0,295.0,310.0,312.6333333333333,3.7033081345458347,343.75785450042906,1273.0412588854624,1260.4368899856063
1.0,83.0,206.0,151.5,inf,298.57725513538963,inf,inf
5.0,49.0,62.0,488.76000000000005,16.01736043763402,475.9975122211216,7624.22372066281,7548.736357091891
0.0,0.0,205.0,0.0,,422.3124833438367,,
2.0,128.0,153.0,24.375,4.6657495651857595,172.71587501212272,805.8490187384896,797.8703155826629
0.0,0.0,135.0,0.0,,422.3124833438367,,
0.0,0.0,42.0,0.0,,422.3124833438367,,
2.0,358.0,372.0,155.57,2.3637000882554315,255.00474801528557,602.7547453892846,596.786876623054
4.0,300.0,300.0,310.52750000000003,4.7844346143011265,336.1358539934279,1608.2200149538257,1592.2970445087383
1.0,163.0,256.0,213.69,inf,326.99209682683875,inf,inf
6.0,260.0,288.0,379.32333333333327,6.9725141715694585,386.4316043227597,2694.399837482764,2667.722611369073
24.0,363.0,371.0,364.47333333333336,20.50097439555598,367.20274629496475,7528.01409977091,7453.479306703872
0.0,0.0,300.0,0.0,0.858278450335038,422.3124833438367,362.4617037614897,358.8729740212769
0.0,0.0,45.0,0.0,,422.3124833438367,,
0.0,0.0,289.0,0.0,0.8844407641262066,422.3124833438367,373.5103754686588,369.81225293926616
3.0,267.0,322.0,1819.8466666666666,3.590478359384774,1423.2573215960147,5110.174613026426,5059.57882477864
11.0,365.0,366.0,396.00181818181824,9.898402152470322,398.5676521686088,3945.1829061308,3906.121689238416
3.0,324.0,331.0,917.6700000000001,3.5102671062370727,777.098473771284,2727.823210786371,2700.8150601845255
4.0,82.0,85.0,502.5575,11.342006701662106,484.1745049744625,5491.510480194286,5437.139089301273
0.0,0.0,365.0,0.0,0.7305774413607576,422.3124833438367,308.53197353604776,305.47720152083934
1.0,118.0,318.0,347.96,inf,388.34055789631736,inf,inf
1.0,53.0,56.0,123.15,inf,285.6240349721386,inf,inf
0.0,0.0,190.0,0.0,,422.3124833438367,,
5.0,159.0,294.0,384.574,5.860532695984954,391.82238122937514,2296.287876213434,2273.5523526865686
3.0,125.0,370.0,174.73666666666668,3.200443015102924,244.9932172133446,784.0868307780422,776.3235948297447
0.0,0.0,113.0,0.0,,422.3124833438367,,
109.0,373.0,373.0,506.2407339449541,90.14906797342208,505.33536940446305,45555.5125658173,45104.46788694782
7.0,340.0,358.0,240.52714285714288,6.6862010348291765,266.9146867687594,1784.6452548843845,1766.9754998855292
1.0,15.0,63.0,19.799999999999997,inf,238.4030365992287,inf,inf
0.0,0.0,312.0,0.0,0.8314478150150059,422.3124833438367,351.13079152979407,347.65424903940004
4.0,237.0,309.0,887.44,4.6713764091324395,780.885883853846,3647.8118960593906,3611.694946593456
0.0,0.0,111.0,0.0,,422.3124833438367,,
2.0,99.0,296.0,163.2,2.852034706683851,259.7904799487749,740.9314652799611,733.5955101781793
0.0,0.0,336.0,0.0,0.7825229297419929,422.3124833438367,330.46920173283564,327.19722943845113
5.0,266.0,296.0,244.844,5.8286702847894984,278.93013991598616,1625.7918180604856,1609.6948693668176
3.0,129.0,373.0,360.33666666666664,3.1788604464907495,377.9240350756295,1201.3677668801013,1189.4730365149517
0.0,0.0,42.0,0.0,,422.3124833438367,,
7.0,351.0,360.0,230.8957142857143,6.655236722930908,258.6813343220598,1721.5855157169399,1704.5401145712276
1.0,110.0,244.0,402.32,inf,413.17784354267803,inf,inf
3.0,147.0,148.0,1062.1499999999999,6.431964177234584,880.5782397451143,5663.8476932928625,5607.769993359269
0.0,0.0,36.0,0.0,,422.3124833438367,,
0.0,0.0,46.0,0.0,,422.3124833438367,,
0.0,0.0,312.0,0.0,0.8314478150150059,422.3124833438367,351.13079152979407,347.65424903940004
3.0,248.0,304.0,372.78999999999996,3.762424704962103,386.84338736610175,1455.469117577446,1441.058532254897
0.0,0.0,196.0,0.0,,422.3124833438367,,
0.0,0.0,84.0,0.0,,422.3124833438367,,
1.0,6.0,66.0,81.22,inf,266.466062434392,inf,inf
3.0,71.0,72.0,202.05000000000004,9.829797778539382,264.55562959774767,2600.5283401200277,2574.7805347723047
1.0,10.0,18.0,115.65,inf,282.1972571511727,inf,inf
3.0,63.0,67.0,366.12999999999994,10.18373141533792,382.0733483199659,3890.932360249384,3852.4082774746375
0.0,0.0,183.0,0.0,,422.3124833438367,,
5.0,370.0,372.0,422.668,4.830666483223813,422.5997163799672,2041.438285736597,2021.226025481779
0.0,0.0,238.0,0.0,,422.3124833438367,,
3.0,54.0,57.0,165.56333333333336,10.973995075877093,238.4230733419903,2616.4536328304844,2590.5481513173113
15.0,367.0,367.0,550.454,13.202611077659158,541.0452589918741,7143.210129881086,7072.485277109986
3.0,31.0,328.0,58.083333333333336,3.5366029989358885,161.4435242911369,570.9616521668137,565.3085665017957
2.0,17.0,178.0,99.375,4.198922492601606,219.7578009638527,922.7459733917881,913.6098746453347
1.0,290.0,373.0,302.33,inf,367.4920416335609,inf,inf
1.0,120.0,127.0,326.0,inf,378.30695243652923,inf,inf
2.0,270.0,308.0,958.845,2.7619384411659094,758.8394556002975,2095.867863095873,2075.1166961345275
4.0,242.0,286.0,367.495,4.971605998906494,380.0529078379422,1889.4733165089704,1870.7656599098716
5.0,311.0,364.0,483.62399999999997,4.919330021851506,471.84797703622525,2321.175919184203,2298.1939793903
0.0,0.0,29.0,0.0,,422.3124833438367,,
7.0,239.0,366.0,848.3285714285714,6.564040985030679,786.4890512489237,5162.546366675829,5111.432046213692
0.0,0.0,45.0,0.0,,422.3124833438367,,
0.0,0.0,297.0,0.0,0.8652588780283199,422.3124833438367,365.4096255154417,361.79170843113036
4.0,213.0,298.0,894.355,4.810305863639611,786.2167554443988,3781.9430688059015,3744.498087926635
5.0,215.0,221.0,177.296,7.3213385616328415,224.35599609406682,1642.5862057370387,1626.322975977266
0.0,0.0,259.0,0.0,0.964634269599411,422.3124833438367,407.37709391309534,403.3436573396983
0.0,0.0,325.0,0.0,0.8042123016170407,422.3124833438367,339.6288942315551,336.2662319124308
2.0,33.0,50.0,453.725,8.609230198678192,442.01522044379294,3805.4107841201003,3767.733449623862
1.0,39.0,136.0,136.5,inf,291.72369949345784,inf,inf
0.0,0.0,35.0,0.0,,422.3124833438367,,
6.0,373.0,373.0,254.23000000000002,5.640281414234196,282.02249740671385,1590.686250519,1574.9368817019802
2.0,160.0,218.0,472.11,3.6194910026274236,453.54676455876034,1641.6084335912115,1625.3548847437737
4.0,361.0,370.0,1563.66,4.026487198340436,1302.1934741595026,5243.265353465695,5191.351835114549
1.0,211.0,227.0,1108.88,inf,736.0077285002321,inf,inf
1.0,285.0,312.0,317.4,inf,374.377580535155,inf,inf
0.0,0.0,127.0,0.0,,422.3124833438367,,
3.0,281.0,316.0,459.6666666666667,3.6460205481158465,449.06637418263796,1637.3052277377774,1621.0942848888885
1.0,13.0,44.0,381.77000000000004,inf,403.7884723132315,inf,inf
0.0,0.0,219.0,0.0,,422.3124833438367,,
2.0,57.0,66.0,492.34000000000003,7.6100810387401605,466.2355400521403,3548.090242937572,3512.9606365718532
2.0,157.0,359.0,235.82,2.435017327464822,305.33960878363666,743.5072381494853,736.145780346025
5.0,329.0,359.0,561.172,4.976416698674846,534.5014339128493,2659.901861189553,2633.566199197577
0.0,0.0,218.0,0.0,,422.3124833438367,,
2.0,140.0,195.0,196.05,3.931440107904211,280.39484351563266,1102.3555338468832,1091.4411226206764
1.0,116.0,203.0,80.75,inf,266.2513176909448,inf,inf
3.0,204.0,226.0,206.57000000000002,4.747666819758216,267.79295339482485,1271.391719397668,1258.8036825719487
1.0,239.0,365.0,75.12,inf,263.6789498066731,inf,inf
0.0,0.0,10.0,0.0,,422.3124833438367,,
0.0,0.0,211.0,0.0,,422.3124833438367,,
0.0,0.0,88.0,0.0,,422.3124833438367,,
0.0,0.0,356.0,0.0,0.7459448988872737,422.3124833438367,315.0218426867517,311.90281454133833
1.0,31.0,234.0,353.4,inf,390.8261140757912,inf,inf
4.0,47.0,373.0,1557.1200000000001,3.999334102405232,1297.151695388394,5187.743011359567,5136.379219167889
1.0,198.0,311.0,199.47,inf,320.49492607828745,inf,inf
1.0,161.0,221.0,245.83,inf,341.67698204895123,inf,inf
5.0,300.0,369.0,129.178,4.863538223933644,185.47995753743868,902.0888632569223,893.1572903533884
5.0,347.0,367.0,522.786,4.885702390129141,503.4881828210598,2459.8934182106295,2435.5380378323066
4.0,291.0,305.0,305.82,4.720957841259054,332.5067754666705,1569.7504689111415,1554.208385060536
1.0,40.0,256.0,69.84,inf,261.2664982207131,inf,inf
0.0,0.0,98.0,0.0,,422.3124833438367,,
3.0,263.0,298.0,393.96000000000004,3.8234592694444207,402.0058087785187,1537.0528359447287,1521.8344910343849
3.0,217.0,221.0,253.4766666666667,4.828722375652541,301.3885437137558,1455.3216047959465,1440.9124799959866
2.0,335.0,357.0,242.26500000000001,2.446372963466831,309.3820782870887,756.8639517027123,749.3702492106062
1.0,61.0,163.0,118.0,inf,283.2709808684087,inf,inf
0.0,0.0,137.0,0.0,,422.3124833438367,,
0.0,0.0,176.0,0.0,,422.3124833438367,,
5.0,310.0,319.0,248.046,5.485688892342539,281.5171359561026,1544.3154257184765,1529.0251739786895
0.0,0.0,275.0,0.0,0.9201381428202057,422.3124833438367,388.58582411378694,384.73843971662075
2.0,249.0,288.0,260.1,2.915437034371423,320.56864827841,934.5977092492634,925.3442665834291
2.0,334.0,365.0,476.32000000000005,2.4015742626915695,456.1873846688508,1095.5678819852908,1084.7206752329612
6.0,168.0,277.0,255.45833333333334,7.192363280405716,283.0477253937785,2035.7820667245728,2015.6258086381908
0.0,0.0,225.0,0.0,,422.3124833438367,,
2.0,350.0,361.0,141.76,2.423766626132195,246.3427613833737,597.0773636302681,591.1657065646219
2.0,98.0,260.0,118.205,3.161417299965466,231.5684605061337,732.0845371704609,724.8361754162979
0.0,0.0,309.0,0.0,0.8379969690415544,422.3124833438367,353.89658103054705,350.3926544856902
1.0,165.0,234.0,122.95,inf,285.5326542302462,inf,inf
2.0,121.0,146.0,192.465,4.815660057097272,278.14623945513995,1339.4577353759307,1326.1957775999315
0.0,0.0,253.0,0.0,0.9824503036398434,422.3124833438367,414.9010274920487,410.79309652678086
0.0,0.0,232.0,0.0,,422.3124833438367,,
6.0,328.0,366.0,243.43999999999997,5.730450693170775,273.0166276804497,1564.5083233385803,1549.0181419193864
0.0,0.0,37.0,0.0,,422.3124833438367,,
1.0,80.0,132.0,105.0,inf,277.33123264540114,inf,inf
1.0,171.0,266.0,219.7,inf,329.7380881207061,inf,inf
0.0,0.0,80.0,0.0,,422.3124833438367,,
14.0,360.0,364.0,347.445,12.456067587037955,353.3040385672988,4400.778983167738,4357.206914027463
2.0,347.0,371.0,246.13500000000002,2.369037381047642,311.8094416661979,738.688223070817,731.3744782879376
0.0,0.0,27.0,0.0,,422.3124833438367,,
0.0,0.0,73.0,0.0,,422.3124833438367,,
0.0,0.0,210.0,0.0,,422.3124833438367,,
1.0,170.0,185.0,577.83,inf,493.3690135903744,inf,inf
0.0,0.0,79.0,0.0,,422.3124833438367,,
0.0,0.0,230.0,0.0,,422.3124833438367,,
2.0,62.0,77.0,686.275,7.047753424500893,587.8765521781237,4143.208983797149,4102.187112670445
0.0,0.0,284.0,0.0,0.8968673978681926,422.3124833438367,378.75829802384123,375.00821586518936
0.0,0.0,210.0,0.0,,422.3124833438367,,
0.0,0.0,368.0,0.0,0.7255947025598593,422.3124833438367,306.42770073918666,303.3937631081056
2.0,211.0,311.0,1868.56,2.7402968294626384,1329.4360644960047,3643.0494325116897,3606.9796361501876
0.0,0.0,36.0,0.0,,422.3124833438367,,
6.0,351.0,372.0,559.42,5.652988614879937,536.7492241683963,3034.237253269583,3004.195300266914
3.0,299.0,319.0,151.04333333333332,3.618036302696993,228.02352875491925,824.9974049043695,816.8291137667026
1.0,194.0,369.0,372.19,inf,399.41133477658445,inf,inf
3.0,365.0,373.0,764.89,3.1788604464907495,667.6740645417586,2122.4426749195086,2101.4283910094146
0.0,0.0,162.0,0.0,,422.3124833438367,,
0.0,0.0,314.0,0.0,0.8271382878539812,422.3124833438367,349.310824412384,345.8523013984
3.0,127.0,218.0,100.87333333333333,4.878697943296248,192.09066705152037,937.1523422706568,927.8736062085711
4.0,293.0,328.0,267.8325,4.4494111076587295,303.22167285696344,1349.1578792926346,1335.799880487757
0.0,0.0,65.0,0.0,,422.3124833438367,,
3.0,265.0,289.0,622.7233333333334,3.9188166328039284,565.8511589773469,2217.466933491807,2195.511815338423
2.0,251.0,364.0,781.53,2.4070841667893474,647.6229342652175,1558.8829111194634,1543.4484268509539
0.0,0.0,14.0,0.0,,422.3124833438367,,
0.0,0.0,266.0,0.0,0.9446486534439713,422.3124833438367,398.9369187233349,394.9870482409256
6.0,339.0,356.0,1187.1983333333333,5.864381977673413,1060.724190523468,6220.491826188046,6158.902798205986
14.0,357.0,358.0,664.7471428571429,12.62992777166313,645.7745000395004,8156.085292280759,8075.331972555206
0.0,0.0,358.0,0.0,0.742474297995124,422.3124833438367,313.5561646052926,310.4516481240521
1.0,11.0,50.0,166.1,inf,305.24804929353655,inf,inf
3.0,186.0,189.0,640.71,5.421056055378235,578.7336067716158,3137.347323440154,3106.284478653618
0.0,0.0,361.0,0.0,0.7373285297414396,422.3124833438367,311.3830424353673,308.3000420152152
2.0,145.0,300.0,111.655,2.821356532318117,227.4601323063493,641.7461301244617,635.3922080440215
2.0,96.0,112.0,432.195,5.706163720024083,428.51105156724964,2445.1542160824088,2420.9447683984245
0.0,0.0,15.0,0.0,,422.3124833438367,,
1.0,286.0,311.0,171.58,inf,307.751881621389,inf,inf
13.0,330.0,330.0,901.4484615384615,12.601654538514515,861.30914123284,10853.920248680857,10746.455691763225
6.0,356.0,370.0,321.135,5.678575564815452,337.8647322571033,1918.5904128081017,1899.5944681268334
0.0,0.0,22.0,0.0,,422.3124833438367,,
6.0,340.0,354.0,338.8066666666667,5.891923016241167,352.61438265988033,2077.5767970514194,2057.0067297538803
1.0,63.0,81.0,197.5,inf,319.59482577064705,inf,inf
5.0,303.0,338.0,714.954,5.2313902989894645,658.7467259307092,3446.1612315249836,3412.040823292063
13.0,349.0,372.0,1234.6292307692308,11.409243536472786,1166.5778975393894,13309.77133729329,13177.991423062664
0.0,0.0,241.0,0.0,,422.3124833438367,,
1.0,9.0,17.0,313.93,inf,372.7921246633215,inf,inf
10.0,330.0,359.0,284.8,9.212082317358213,299.4088753911429,2758.179206650856,2730.8705016345107
1.0,28.0,29.0,295.66,inf,364.4444938914486,inf,inf
0.0,0.0,147.0,0.0,,422.3124833438367,,
5.0,173.0,184.0,356.986,8.380059150520863,369.53317237405577,3096.7098425742092,3066.0493490833755
0.0,0.0,360.0,0.0,0.7390358423429809,422.3124833438367,312.10406185996845,309.01392263363215
1.0,45.0,84.0,326.44,inf,378.50799006869255,inf,inf
0.0,0.0,44.0,0.0,,422.3124833438367,,
5.0,126.0,298.0,562.5,5.797152457834799,535.574366686514,3104.806256190041,3074.0656001881594
0.0,0.0,10.0,0.0,,422.3124833438367,,
1.0,225.0,372.0,377.72,inf,401.93801228991,inf,inf
0.0,0.0,94.0,0.0,,422.3124833438367,,
11.0,308.0,315.0,377.5,11.203297995602767,381.8701438974674,4278.205017707037,4235.846552185185
0.0,0.0,6.0,0.0,,422.3124833438367,,
0.0,0.0,241.0,0.0,,422.3124833438367,,
10.0,357.0,368.0,452.799,9.023595522935924,449.5602124215204,4056.649520096955,4016.4846733633217
0.0,0.0,230.0,0.0,,422.3124833438367,,
4.0,276.0,332.0,95.375,4.4053428048209895,170.27173976545808,750.1053836401127,742.678597663478
5.0,358.0,371.0,296.564,4.841574246662415,320.71634703491895,1552.7720062879096,1537.3980260276333
3.0,156.0,185.0,328.9666666666667,5.505474818357801,355.456148457419,1956.9548743627722,1937.5790835274972
0.0,0.0,258.0,0.0,0.9675586002065212,422.3124833438367,408.61207523390243,404.5664111226757
17.0,368.0,368.0,373.9111764705882,14.832196097199022,377.07424713955646,5592.839176777588,5537.464531462959
0.0,0.0,274.0,0.0,0.9227985397518792,422.3124833438367,389.70934294868226,385.8508346026557
0.0,0.0,203.0,0.0,,422.3124833438367,,
0.0,0.0,32.0,0.0,,422.3124833438367,,
3.0,280.0,298.0,265.8433333333333,3.8234592694444207,310.24582342404807,1186.2122693770937,1174.467593442667
1.0,302.0,361.0,178.32,inf,310.83141262316366,inf,inf
2.0,166.0,315.0,518.88,2.7119634631341967,482.88210958225915,1309.5586381882501,1296.5927110774753
1.0,213.0,311.0,35.7,inf,245.66780557967638,inf,inf
1.0,332.0,359.0,89.65,inf,270.31776070515764,inf,inf
4.0,259.0,284.0,487.86,4.999546966516197,472.84399373770907,2364.0057545267673,2340.5997569571955
11.0,252.0,256.0,400.28272727272724,13.219355255550061,402.43108408924576,5319.879466451879,5267.207392526613
8.0,347.0,368.0,410.3675,7.363995358860731,411.9127054453962,3033.3232511556653,3003.2903476788765
2.0,224.0,239.0,578.3499999999999,3.374981923409939,520.1832207335842,1755.6089668370091,1738.2266998386228
2.0,111.0,364.0,160.825,2.4070841667893474,258.30081896030345,621.7518115880681,615.5958530574932
2.0,92.0,99.0,331.74,6.1403084261167615,365.5030959475025,2244.301739818213,2222.080930513082
0.0,0.0,254.0,0.0,0.9794354037543599,422.3124833438367,413.62779763437703,409.5324729053238
1.0,3.0,361.0,14.2,inf,235.84437582624085,inf,inf
2.0,49.0,67.0,144.135,7.555279023092324,247.83242237184515,1872.4431019881586,1853.9040613744144
7.0,294.0,305.0,183.07142857142858,7.626507695500878,217.79911245048407,1661.046607176878,1644.6006011652257
18.0,371.0,372.0,197.7411111111111,15.520854194753422,211.65223562757285,3285.023489169154,3252.498504127875
0.0,0.0,11.0,0.0,,422.3124833438367,,
1.0,271.0,305.0,195.35,inf,318.6124827953035,inf,inf
2.0,108.0,335.0,229.44,2.5786532217398537,301.3379089493428,777.0459697445735,769.352445291657
2.0,99.0,126.0,213.12,5.302422288001707,291.1015858622464,1543.5435369486179,1528.2609276718988
0.0,0.0,312.0,0.0,0.8314478150150059,422.3124833438367,351.13079152979407,347.65424903940004
3.0,224.0,241.0,371.8666666666666,4.520044663601909,386.1820756464923,1745.5602302046364,1728.2774556481547
2.0,91.0,308.0,88.3,2.7619384411659094,212.81127656498057,587.7716454584097,581.9521242162472
0.0,0.0,122.0,0.0,,422.3124833438367,,
4.0,134.0,134.0,283.725,8.642381360040257,315.47342654501267,2726.441661160647,2699.4471892679676
0.0,0.0,210.0,0.0,,422.3124833438367,,
0.0,0.0,62.0,0.0,,422.3124833438367,,
0.0,0.0,80.0,0.0,,422.3124833438367,,
3.0,165.0,228.0,290.27666666666664,4.716001456548576,327.7455162209329,1545.6483318751848,1530.3448830447373
13.0,366.0,373.0,629.2776923076924,11.383597005635558,611.9393099010479,6966.070495820258,6897.099500812136
7.0,369.0,372.0,238.76285714285717,6.475310746536049,265.4065007302435,1718.5895663790736,1701.5738280980927
0.0,0.0,283.0,0.0,0.8993947461209737,422.3124833438367,379.8256287407479,376.06497895123556
4.0,321.0,329.0,152.7175,4.43831158217586,214.4778864294167,951.919687460279,942.4947400596822
7.0,257.0,282.0,286.99,8.122204316566453,306.63310192397427,2490.536704049065,2465.8779248010546
7.0,157.0,335.0,177.21,7.0641707047723665,212.78851543345522,1503.174397037017,1488.2914822148682
0.0,0.0,50.0,0.0,,422.3124833438367,,
11.0,300.0,318.0,111.39818181818183,11.11708893516828,141.7187562666531,1575.5000171978193,1559.9010071265536
0.0,0.0,245.0,0.0,,422.3124833438367,,
2.0,189.0,261.0,909.69,3.151919703493214,728.0081773315337,2294.623318435443,2271.904275678656
20.0,347.0,372.0,516.5565,17.165498458065557,511.2695797915136,8776.197183567052,8689.304142145596
0.0,0.0,73.0,0.0,,422.3124833438367,,
2.0,111.0,142.0,311.70000000000005,4.9057292205823115,352.9334933332003,1731.3961511668733,1714.2536150167061
0.0,0.0,44.0,0.0,,422.3124833438367,,
4.0,218.0,280.0,673.3275,5.056381800223208,615.8235203784684,3113.838840591073,3083.0087530604687
6.0,336.0,364.0,304.80333333333334,5.756745306872222,324.23351238566954,1866.5297507568996,1848.049258175148
4.0,166.0,177.0,298.5025,7.149112230071314,326.86561091658086,2336.7989365934595,2313.662313458871
0.0,0.0,56.0,0.0,,422.3124833438367,,
1.0,65.0,157.0,286.74,inf,360.36891280304644,inf,inf
8.0,360.0,361.0,311.9675,7.483080915304269,326.24174921634824,2441.293407336337,2417.122185481522
2.0,82.0,167.0,532.3499999999999,4.392287575254456,491.33083948318983,2158.0663416013563,2136.699348120155
0.0,0.0,279.0,0.0,0.9096482029951984,422.3124833438367,384.1557915761607,380.35226888728783
0.0,0.0,277.0,0.0,0.9148631041409897,422.3124833438367,386.35810942943243,382.53278161329945
12.0,222.0,366.0,346.71416666666664,10.731992444330226,353.52757003273655,3794.0552104537533,3756.4903073799537
0.0,0.0,18.0,0.0,,422.3124833438367,,
0.0,0.0,30.0,0.0,,422.3124833438367,,
1.0,132.0,204.0,330.88,inf,380.53664253870437,inf,inf
3.0,311.0,359.0,95.11666666666667,3.2821504512014945,187.96761528341395,616.937993313726,610.8296963502238
4.0,232.0,245.0,509.45,5.614895273832624,489.4880309958486,2748.424031836227,2721.211912709136
1.0,154.0,240.0,245.51999999999998,inf,341.53534189901796,inf,inf
10.0,353.0,360.0,998.5720000000001,9.190751386039988,937.352078236676,8614.969912261193,8529.673180456626
7.0,337.0,368.0,472.5642857142857,6.534195276823123,465.26984911044326,3040.1640505056657,3010.0634163422433
0.0,0.0,364.0,0.0,0.7322535967478447,422.3124833438367,309.2398348800387,306.178054336672
1.0,11.0,60.0,17.700000000000003,inf,237.44353880935827,inf,inf
2.0,38.0,45.0,217.78000000000003,8.977571077486358,294.02445752804726,2639.625465977413,2613.4905603736765
0.0,0.0,50.0,0.0,,422.3124833438367,,
2.0,20.0,22.0,408.0,11.177370464603579,413.33532625522156,4620.002067662397,4574.259472933067
1.0,107.0,263.0,194.8,inf,318.36118575509937,inf,inf
1.0,176.0,231.0,321.5,inf,376.25088574394965,inf,inf
3.0,98.0,120.0,322.71999999999997,7.3706190218629155,350.98214787060283,2586.955695429368,2561.3422727023444
3.0,364.0,371.0,359.24,3.193216336252566,377.1385781956602,1204.2850689254478,1192.3614543816316
1.0,267.0,288.0,117.6,inf,283.0882193846238,inf,inf
6.0,307.0,307.0,183.855,6.622844039005301,223.2840282699354,1478.7752956326326,1464.1339560719134
5.0,199.0,213.0,117.03999999999999,7.526947224456975,175.6732873516381,1322.283562642645,1309.1916461808366
1.0,77.0,373.0,177.88000000000002,inf,310.63037499100034,inf,inf
2.0,200.0,284.0,228.56,2.94820718219223,300.7859503515092,886.779299128835,877.9993060681534
2.0,224.0,270.0,590.84,3.068941689832984,528.0172694687458,1620.4542112244108,1604.410110123179
1.0,23.0,130.0,226.68,inf,332.9272760127517,inf,inf
0.0,0.0,191.0,0.0,,422.3124833438367,,
0.0,0.0,360.0,0.0,0.7390358423429809,422.3124833438367,312.10406185996845,309.01392263363215
4.0,204.0,290.0,699.0525,4.91665062919061,635.655287792347,3125.2949706725813,3094.3514561114666
7.0,314.0,366.0,577.0242857142857,6.564040985030679,554.5666746232837,3640.198381159407,3604.1568130291157
0.0,0.0,39.0,0.0,,422.3124833438367,,
1.0,42.0,98.0,307.75,inf,369.9684597388456,inf,inf
1.0,127.0,157.0,809.71,inf,599.3158457404503,inf,inf
7.0,371.0,372.0,408.9142857142857,6.475310746536049,410.8591374132167,2660.4405878043335,2634.0995918854787
5.0,185.0,199.0,229.408,7.915987031288165,266.458912284744,2109.2852940171842,2088.401281205133
1.0,88.0,322.0,190.76,inf,316.5152947688724,inf,inf
0.0,0.0,108.0,0.0,,422.3124833438367,,
2.0,188.0,370.0,32.275,2.374398831865414,177.67095787903827,421.8617148443977,417.68486618257197
0.0,0.0,85.0,0.0,,422.3124833438367,,
0.0,0.0,55.0,0.0,,422.3124833438367,,
0.0,0.0,53.0,0.0,,422.3124833438367,,
0.0,0.0,252.0,0.0,0.985483821776958,422.3124833438367,416.1821200698021,412.06150501960605
2.0,339.0,368.0,136.35,2.385194866635121,242.94947045805557,579.481829788275,573.7443859289851
0.0,0.0,294.0,0.0,0.8723537811919665,422.3124833438367,368.4058916895653,364.75830860353
11.0,367.0,367.0,361.2309090909091,9.875847602647173,367.1876258147067,3626.289034123878,3590.3851823008695
1.0,84.0,316.0,372.45,inf,399.53012974104456,inf,inf
4.0,261.0,319.0,251.865,4.551862597519764,290.91210060502533,1324.1919099099216,1311.0810989207143
0.0,0.0,324.0,0.0,0.8062438334110945,422.3124833438367,340.4868354684939,337.11567868167714
0.0,0.0,259.0,0.0,0.964634269599411,422.3124833438367,407.37709391309534,403.3436573396983
1.0,206.0,317.0,112.57,inf,280.78999372602937,inf,inf
1.0,81.0,218.0,683.1700000000001,inf,541.499250345114,inf,inf
2.0,56.0,60.0,329.055,7.95634799125123,363.8189949984306,2894.6705300348044,2866.010425777034
0.0,0.0,224.0,0.0,,422.3124833438367,,
0.0,0.0,52.0,0.0,,422.3124833438367,,
1.0,128.0,319.0,313.6,inf,372.64134643919897,inf,inf
6.0,359.0,373.0,357.425,5.640281414234196,368.1541680648999,2076.493111709308,2055.9337739696116
2.0,357.0,358.0,205.115,2.440681937090614,286.08064429899844,698.2318610918104,691.3186743483271
2.0,102.0,190.0,92.465,4.006506274529268,215.42367151949998,863.0962916250086,854.5507837871372
2.0,64.0,254.0,149.03500000000003,3.219627002504023,250.90582820069153,807.8231795605818,799.8249302580018
7.0,363.0,367.0,246.26142857142855,6.549084127635149,271.81659669475346,1780.1497590414147,1762.5245139023907
3.0,171.0,227.0,127.73333333333335,4.731781162119269,211.3283920934437,999.9597047287116,990.0591135927838
0.0,0.0,175.0,0.0,,422.3124833438367,,
17.0,357.0,373.0,282.22352941176473,14.665491629293445,291.3784735621238,4273.208564981628,4230.899569288741
0.0,0.0,185.0,0.0,,422.3124833438367,,
4.0,195.0,275.0,636.86,5.129268687486261,587.7102073302423,3014.52356377507,2984.676795816901
